pkg_name,fun_name,exported,is_s3_dispatch,is_s3_method,params
aod,residuals,TRUE,FALSE,FALSE,object;...
aod,splitbin,TRUE,FALSE,FALSE,formula;data;id
aod,summary,TRUE,FALSE,FALSE,object;...
aod,varbin,TRUE,FALSE,FALSE,n;y;data;alpha;R
aod,vcov,TRUE,FALSE,FALSE,object;...
aod,wald.test,TRUE,FALSE,FALSE,Sigma;b;Terms;L;H0;df;verbose
arrangements,combinations,TRUE,FALSE,FALSE,x;k;n;v;freq;replace;layout;nitem;skip;index;nsample;drop
arrangements,compositions,TRUE,FALSE,FALSE,n;k;descending;layout;nitem;skip;index;nsample;drop
arrangements,icombinations,TRUE,FALSE,FALSE,x;k;n;v;freq;replace;skip
arrangements,icompositions,TRUE,FALSE,FALSE,n;k;descending;skip
arrangements,ipartitions,TRUE,FALSE,FALSE,n;k;distinct;descending;skip
arrangements,ipermutations,TRUE,FALSE,FALSE,x;k;n;v;freq;replace;skip
arrangements,ncombinations,TRUE,FALSE,FALSE,x;k;n;v;freq;replace;bigz
arrangements,ncompositions,TRUE,FALSE,FALSE,n;k;bigz
arrangements,npartitions,TRUE,FALSE,FALSE,n;k;distinct;bigz
arrangements,npermutations,TRUE,FALSE,FALSE,x;k;n;v;freq;replace;bigz
arrangements,partitions,TRUE,FALSE,FALSE,n;k;distinct;descending;layout;nitem;skip;index;nsample;drop
arrangements,permutations,TRUE,FALSE,FALSE,x;k;n;v;freq;replace;layout;nitem;skip;index;nsample;drop
arrangements,validate_n_value,FALSE,FALSE,FALSE,x;k;n;v;freq;replace
arules,abbreviate,TRUE,FALSE,FALSE,names.arg;...
arules,addAggregate,TRUE,FALSE,FALSE,x;by;postfix
arules,addComplement,TRUE,FALSE,FALSE,x;labels;complementLabels
arules,affinity,TRUE,FALSE,FALSE,x
arules,aggregate,TRUE,FALSE,FALSE,x;...
arules,%ain%,TRUE,FALSE,FALSE,x;table
arules,apriori,TRUE,FALSE,FALSE,data;parameter;appearance;control;...
arules,.aremtypes,FALSE,FALSE,FALSE,
arules,.associationTidLists,FALSE,FALSE,FALSE,x;trans
arules,.barplot_horiz,FALSE,FALSE,FALSE,height;...;cex.names;xlab;ylab;mai
arules,.barplot_vert,FALSE,FALSE,FALSE,height;...;cex.names;xlab;ylab;mai
arules,.basicItemsetMeasures,FALSE,FALSE,FALSE,x;measure;transactions;...
arules,.basicRuleMeasure,FALSE,FALSE,FALSE,x;measure;transactions;smoothCounts;significance;compliment;k
arules,check_installed,FALSE,FALSE,FALSE,pkg;action;message
arules,ci.prop,FALSE,FALSE,FALSE,f;n;level
arules,ci.prop.binom,FALSE,FALSE,FALSE,f;n;level
arules,ci.prop.wilson,FALSE,FALSE,FALSE,f;n;level
arules,.combineMeta,FALSE,FALSE,FALSE,x;y;name;...
arules,compatible,TRUE,FALSE,FALSE,x;y
arules,.conf_boost,FALSE,FALSE,FALSE,x;...
arules,.confint_approx,FALSE,FALSE,FALSE,counts;measure;method;level;smoothCounts
arules,.confint_bootstrap,FALSE,FALSE,FALSE,counts;measure;level;smoothCounts;replications;...
arules,confint.rules,FALSE,FALSE,TRUE,object;parm;level;measure;side;method;replications;smoothCounts;transactions;...
arules,coverage,TRUE,FALSE,FALSE,x;transactions;reuse
arules,crossTable,TRUE,FALSE,FALSE,x;...
arules,DATAFRAME,TRUE,FALSE,FALSE,from;...
arules,decode,TRUE,FALSE,FALSE,x;...
arules,.density_Matrix,FALSE,FALSE,FALSE,x
arules,discretize,TRUE,FALSE,FALSE,x;method;breaks;labels;include.lowest;right;dig.lab;ordered_result;infinity;onlycuts;categories;...
arules,discretizeDF,TRUE,FALSE,FALSE,df;methods;default
arules,dissimilarity,TRUE,FALSE,FALSE,x;y;method;args;...
arules,duplicated,TRUE,FALSE,FALSE,x;incomparables;...
arules,eclat,TRUE,FALSE,FALSE,data;parameter;control;...
arules,encode,TRUE,FALSE,FALSE,x;...
arules,filterAggregate,TRUE,FALSE,FALSE,x
arules,generatingItemsets,TRUE,FALSE,FALSE,x
arules,.getCounts,FALSE,FALSE,FALSE,x;transactions;reuse;smoothCounts
arules,.getN,FALSE,FALSE,FALSE,x;transactions
arules,hits,TRUE,FALSE,FALSE,data;iter;tol;type;verbose
arules,.hyperConfidence,FALSE,FALSE,FALSE,x;complements;significance;...
arules,.hyperLift,FALSE,FALSE,FALSE,x;level;...
arules,.improvement,FALSE,FALSE,FALSE,x;improvementMeasure;...
arules,.improvementCI,FALSE,FALSE,FALSE,x;measure;level;smoothCounts;...
arules,%in%,TRUE,FALSE,FALSE,x;table
arules,info,TRUE,FALSE,FALSE,x
arules,info<-,TRUE,FALSE,FALSE,x;value
arules,inspect,TRUE,FALSE,FALSE,x;...
arules,interestMeasure,TRUE,FALSE,FALSE,x;measure;transactions;reuse;...
arules,intersect,TRUE,FALSE,FALSE,x;y;...
arules,intersect.associations,FALSE,FALSE,TRUE,x;y;...
arules,intersect.itemMatrix,FALSE,FALSE,TRUE,x;y;...
arules,is.closed,TRUE,FALSE,FALSE,x
arules,is.element,TRUE,FALSE,FALSE,el;set;...
arules,is.element.associations,FALSE,FALSE,TRUE,el;set;...
arules,is.element.itemMatrix,FALSE,FALSE,TRUE,el;set;...
arules,is.generator,TRUE,FALSE,FALSE,x
arules,is.maximal,TRUE,FALSE,FALSE,x;...
arules,is.redundant,TRUE,FALSE,FALSE,x;...
arules,is.significant,TRUE,FALSE,FALSE,x;transactions;method;alpha;adjust
arules,is.subset,TRUE,FALSE,FALSE,x;y;proper;sparse;...
arules,.is.subset_sparse,FALSE,FALSE,FALSE,x;y;proper
arules,is.superset,TRUE,FALSE,FALSE,x;y;proper;sparse;...
arules,itemFrequency,TRUE,FALSE,FALSE,x;...
arules,itemFrequencyPlot,TRUE,FALSE,FALSE,x;...
arules,itemInfo,TRUE,FALSE,FALSE,object
arules,itemInfo<-,TRUE,FALSE,FALSE,object;value
arules,itemIntersect,TRUE,FALSE,FALSE,x;y
arules,itemLabels,TRUE,FALSE,FALSE,object;...
arules,itemLabels<-,TRUE,FALSE,FALSE,object;value
arules,items,TRUE,FALSE,FALSE,x
arules,items<-,TRUE,FALSE,FALSE,x;value
arules,itemSetdiff,TRUE,FALSE,FALSE,x;y
arules,itemsetInfo,TRUE,FALSE,FALSE,object
arules,itemsetInfo<-,TRUE,FALSE,FALSE,object;value
arules,itemsets,TRUE,FALSE,FALSE,items;itemLabels;quality
arules,itemUnion,TRUE,FALSE,FALSE,x;y
arules,.joinedList,FALSE,FALSE,FALSE,x
arules,labels,TRUE,FALSE,FALSE,object;...
arules,lhs,TRUE,FALSE,FALSE,x
arules,lhs<-,TRUE,FALSE,FALSE,x;value
arules,LIST,TRUE,FALSE,FALSE,from;...
arules,.list2ngCMatrix,FALSE,FALSE,FALSE,from;max
arules,.list2object,FALSE,FALSE,FALSE,from;to
arules,match,TRUE,FALSE,FALSE,x;table;nomatch;incomparables
arules,merge,TRUE,FALSE,FALSE,x;y;...
arules,nitems,TRUE,FALSE,FALSE,x;...
arules,%oin%,TRUE,FALSE,FALSE,x;table
arules,%pin%,TRUE,FALSE,FALSE,x;table
arules,plot.associations,FALSE,FALSE,TRUE,x;...
arules,plot.itemMatrix,FALSE,FALSE,TRUE,x;...
arules,predict,TRUE,FALSE,FALSE,object;...
arules,quality,TRUE,FALSE,FALSE,x
arules,quality<-,TRUE,FALSE,FALSE,x;value
arules,random.patterns,TRUE,FALSE,FALSE,nItems;nPats;method;lPats;corr;cmean;cvar;iWeight;verbose
arules,random.transactions,TRUE,FALSE,FALSE,nItems;nTrans;method;...;verbose
arules,.random.transactions_agrawal,FALSE,FALSE,FALSE,nItems;nTrans;lTrans;patterns;...;verbose
arules,.random.transactions_dependent,FALSE,FALSE,FALSE,nItems;nTrans;iProb;patterns;...;verbose
arules,.random.transactions_independent,FALSE,FALSE,FALSE,nItems;nTrans;lambda;iProb;verbose
arules,read.PMML,TRUE,FALSE,FALSE,file
arules,.read.PMML.arules,FALSE,FALSE,FALSE,doc
arules,read.transactions,TRUE,FALSE,FALSE,file;format;header;sep;cols;rm.duplicates;quote;skip;encoding
arules,recode,TRUE,FALSE,FALSE,x;...
arules,.rediscretizeDF,FALSE,FALSE,FALSE,data;newdata
arules,rhs,TRUE,FALSE,FALSE,x
arules,rhs<-,TRUE,FALSE,FALSE,x;value
arules,.rhsSupport,FALSE,FALSE,FALSE,x;transactions
arules,.RLD,FALSE,FALSE,FALSE,x;...
arules,.rm.duplicates,FALSE,FALSE,FALSE,x
arules,ruleInduction,TRUE,FALSE,FALSE,x;...
arules,ruleInduction.apriori,FALSE,FALSE,FALSE,x;transactions;confidence;verbose
arules,ruleInduction.index,FALSE,FALSE,FALSE,x;confidence;verbose
arules,ruleInduction.ptree,FALSE,FALSE,FALSE,x;transactions;confidence;reduce;verbose
arules,ruleInduction.tidlists,FALSE,FALSE,FALSE,x;transactions;confidence;verbose
arules,rules,TRUE,FALSE,FALSE,rhs;lhs;itemLabels;quality
arules,sample,TRUE,FALSE,FALSE,x;size;replace;prob;...
arules,setdiff,TRUE,FALSE,FALSE,x;y;...
arules,setdiff.associations,FALSE,FALSE,TRUE,x;y;...
arules,setdiff.itemMatrix,FALSE,FALSE,TRUE,x;y;...
arules,setequal,TRUE,FALSE,FALSE,x;y;...
arules,setequal.associations,FALSE,FALSE,TRUE,x;y;...
arules,setequal.itemMatrix,FALSE,FALSE,TRUE,x;y;...
arules,size,TRUE,FALSE,FALSE,x;...
arules,sort,TRUE,FALSE,FALSE,x;decreasing;...
arules,.stdLift,FALSE,FALSE,FALSE,rules;transactions;correct
arules,subset,TRUE,FALSE,FALSE,x;...
arules,support,TRUE,FALSE,FALSE,x;transactions;...
arules,supportingTransactions,TRUE,FALSE,FALSE,x;transactions;...
arules,support.ptree,FALSE,FALSE,FALSE,x;transactions;control
arules,support.tidlists,FALSE,FALSE,FALSE,x;transactions;control
arules,support.tidlists.inR,FALSE,FALSE,FALSE,x;transactions;control
arules,support.weighted,FALSE,FALSE,FALSE,x;transactions;control
arules,tidLists,TRUE,FALSE,FALSE,x
arules,toLongFormat,TRUE,FALSE,FALSE,from;...
arules,transactionInfo,TRUE,FALSE,FALSE,x
arules,transactionInfo<-,TRUE,FALSE,FALSE,x;value
arules,transactions,TRUE,FALSE,FALSE,x;itemLabels;transactionInfo;format;cols
arules,.translate_index,FALSE,FALSE,FALSE,i;labels;n
arules,.types,FALSE,FALSE,FALSE,method
arules,union,TRUE,FALSE,FALSE,x;y;...
arules,union.associations,FALSE,FALSE,TRUE,x;y;...
arules,union.itemMatrix,FALSE,FALSE,TRUE,x;y;...
arules,unique,TRUE,FALSE,FALSE,x;incomparables;...
arules,weclat,TRUE,FALSE,FALSE,data;parameter;control
arules,write,TRUE,FALSE,FALSE,x;file;...
arules,write.PMML,TRUE,FALSE,FALSE,x;file
assertive.properties,are_same_length,TRUE,FALSE,FALSE,x;y;.xname;.yname
assertive.properties,are_same_length_legacy,TRUE,FALSE,FALSE,...;l
assertive.properties,assert_all_are_same_length,TRUE,FALSE,FALSE,...;l
assertive.properties,assert_all_are_same_length_legacy,TRUE,FALSE,FALSE,...;l
assertive.properties,assert_any_are_same_length,TRUE,FALSE,FALSE,...;l
assertive.properties,assert_any_are_same_length_legacy,TRUE,FALSE,FALSE,...;l
assertive.properties,assert_are_same_length,TRUE,FALSE,FALSE,x;y;severity
assertive.properties,assert_has_all_attributes,TRUE,FALSE,FALSE,x;attrs;severity
assertive.properties,assert_has_any_attributes,TRUE,FALSE,FALSE,x;attrs;severity
assertive.properties,assert_has_colnames,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_has_cols,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_has_dimnames,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_has_dims,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_has_duplicates,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_has_elements,TRUE,FALSE,FALSE,x;n;severity
assertive.properties,assert_has_names,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_has_no_duplicates,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_has_rownames,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_has_rows,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_has_slot,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_have_same_dims,TRUE,FALSE,FALSE,x;y;severity
assertive.properties,assert_is_atomic,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_is_empty,TRUE,FALSE,FALSE,x;metric;severity
assertive.properties,assert_is_monotonic_decreasing,TRUE,FALSE,FALSE,x;strictly;severity
assertive.properties,assert_is_monotonic_increasing,TRUE,FALSE,FALSE,x;strictly;severity
assertive.properties,assert_is_nested,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_is_non_empty,TRUE,FALSE,FALSE,x;metric;severity
assertive.properties,assert_is_non_nested,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_is_non_scalar,TRUE,FALSE,FALSE,x;metric;severity
assertive.properties,assert_is_not_null,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_is_null,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_is_of_dimension,TRUE,FALSE,FALSE,x;n;severity
assertive.properties,assert_is_of_length,TRUE,FALSE,FALSE,x;n;severity
assertive.properties,assert_is_recursive,TRUE,FALSE,FALSE,x;severity
assertive.properties,assert_is_scalar,TRUE,FALSE,FALSE,x;metric;severity
